TCGA-2H-A9GJ-01A-11R-A37I-31	TCGA-IC-A6RF-01A-13R-A336-31	TCGA-IG-A5B8-01A-11R-A28J-31	TCGA-JY-A6F8-01A-11R-A336-31	TCGA-JY-A6FB-01A-11R-A336-31	TCGA-JY-A93F-01A-21R-A37I-31	TCGA-KH-A6WC-01A-11R-A336-31	TCGA-L5-A43E-01A-11R-A24K-31	TCGA-L5-A4OG-01A-11R-A260-31	TCGA-L5-A4OH-01A-11R-A260-31	TCGA-L5-A4OJ-01A-11R-A260-31	TCGA-L5-A4OM-01A-11R-A260-31	TCGA-L5-A4OP-01A-11R-A260-31	TCGA-L5-A4OR-01A-11R-A260-31	TCGA-L5-A88S-01A-11R-A36D-31	TCGA-L5-A893-01A-11R-A36D-31	TCGA-L5-A8NW-01A-11R-A37I-31	TCGA-S8-A6BW-01A-11R-A31P-31	TCGA-V5-A7RE-01A-11R-A354-31
HLCS|3141	4.4197	3.4575	1.5713	1.0576	6.3481	1.8871	2.2014	3.3914	6.2087	4.4565	5.3615	2.4244	2.8816	3.2476	2.9372	4.6469	2.5314	6.3035	1.8849
HLF|3131	0.468	1.0355	0.0417	1.2189	0.0319	0.3176	4.6849	0.0794	0.4283	0.5289	0.555	4.6052	1.6421	0.4856	8.6019	1.07	1.6368	12.9684	0.0698
HLTF|6596	20.624	4.0937	4.6821	9.0153	7.493	1.7653	1.8261	7.7019	13.7273	0.3444	13.8542	23.9116	8.4726	12.1212	5.3512	3.1532	5.9357	5.1708	8.2949
HLX|3142	0.6581	0.9155	0.3414	1.7457	3.3851	0.4826	0.3693	0.7944	2.2308	0.7927	1.1737	0.5269	1.0871	1.0126	2.749	1.1436	2.679	1.653	0.8966
HM13|81502	54.5227	23.2958	34.8153	67.358	29.9538	13.6879	27.8227	32.7667	50.9738	41.7975	29.8498	15.9846	23.3588	44.5745	35.6028	23.1003	26.9346	20.5608	24.8891
HMBOX1|79618	4.4619	1.448	1.791	3.2316	1.7037	2.9938	1.439	6.2814	2.967	2.3285	3.4739	5.843	4.0829	4.6432	2.5273	3.1019	2.6556	1.0806	1.7817
HMBS|3145	7.3077	9.2017	7.7316	15.4434	13.9416	8.5669	2.536	7.4974	13.499	13.4301	9.6018	3.8305	3.7052	9.6234	4.5605	5.4363	4.4289	6.7634	18.8986
HMCN1|83872	0.1567	0.3739	0.0809	0.0661	0.5325	0.0729	0.2058	0.2935	0.2131	0.5477	0.233	1.9267	0.4801	0.4714	13.5724	0.7365	2.2877	1.3537	0.0995
HMG20A|10363	6.0966	6.4283	4.8296	8.771	9.481	6.8032	3.6051	8.0521	4.4193	4.4185	6.8235	8.4076	10.1315	10.1792	4.8259	5.439	6.2313	6.5215	6.2084
HMG20B|10362	20.5549	42.6293	11.4195	20.2548	30.3532	33.7426	10.6087	17.5908	15.7952	12.3579	25.58	35.3152	17.3771	28.1203	30.3578	24.0598	24.2347	23.4197	28.4501
HMGA1|3159	256.817	429.2409	270.3655	674.8728	205.3893	201.9274	202.8823	242.294	388.9293	342.9357	274.7035	195.8591	46.4561	132.9597	75.5786	193.1911	85.4349	162.8176	431.3992
HMGA2|8091	0.4698	7.3625	0.4203	0.3773	0.9867	5.4634	0.1212	0.1459	2.2696	0.7815	0.9294	1.0439	0.004	0.5874	0.4034	0.2476	1.0194	1.582	4.568
HMGB1|3146	13.3778	18.4983	36.6877	18.784	22.7285	24.3654	10.2647	34.3609	41.0929	23.7209	22.9467	26.9034	30.6005	27.8163	23.0974	30.8659	20.6127	31.1034	26.5241
HMGB2|3148	44.386	29.3848	38.6042	39.3429	31.4836	49.9654	15.8905	29.0323	41.7459	102.3795	68.3016	85.9279	44.777	32.4574	16.298	59.0162	27.5353	30.0478	65.5835
HMGB3L1|128872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HMGB3|3149	3.6924	7.4433	8.598	2.1716	6.0684	10.8264	1.8179	5.7302	3.6446	7.8471	5.9096	12.6059	4.1676	13.586	6.2087	8.312	6.0726	16.2825	15.1856
HMGB4|127540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HMGCLL1|54511	0.0143	0.0143	0.0065	0.0122	0.0263	0	0.009	0.0425	0.0381	0.0442	0.0247	0.0108	0.0208	0.0575	0.0953	0.1103	0.0291	0.0036	0.0227
HMGCL|3155	13.318	4.2801	9.6369	10.954	8.9245	4.6732	7.1458	18.9032	5.9628	10.8736	11.8993	5.679	14.3076	22.2131	6.5025	13.604	4.9619	4.2337	5.4761
HMGCR|3156	24.2887	30.7903	12.0484	10.1687	12.3412	37.3647	31.1455	10.7105	18.8332	19.9311	7.4214	20.97	18.0557	13.0753	12.302	21.9157	41.9173	45.2736	33.6083
HMGCS1|3157	15.5838	26.0881	41.7015	13.481	12.879	54.9058	67.36	17.6143	26.2476	55.325	16.6018	111.0488	70.9805	66.0483	22.957	28.3928	57.0183	40.6353	41.2939
HMGCS2|3158	244.2888	0.1476	0.1562	198.0354	10.7387	0	0.301	68.7664	23.2389	0.0251	206.4611	0.1552	118.8469	31.915	0.0105	45.5136	4.3535	0.0134	94.4667
HMGN1|3150	34.6053	51.7002	24.9408	18.7466	49.2384	29.6096	29.1604	37.0829	28.6363	39.7087	40.093	30.0508	28.8763	23.6109	28.0499	47.5659	24.615	33.9316	25.9266
HMGN2|3151	14.5614	18.9156	25.6588	17.8223	33.527	8.6521	11.9222	24.6714	19.7655	24.5887	28.5512	38.5929	20.0531	12.3734	20.9893	49.1371	17.5109	20.017	37.3646
HMGN3|9324	13.5366	10.6518	17.2299	29.5753	26.9325	24.1047	17.2346	26.4266	8.2563	9.8733	33.2008	19.7907	19.5277	23.9973	37.9711	26.2456	23.9523	8.29	33.8098
HMGN4|10473	12.0742	22.9729	32.9192	15.6661	20.8556	25.8774	8.574	18.1191	26.9874	34.8625	39.8932	21.7386	23.0445	18.9142	23.792	24.3415	18.1849	31.9661	26.0647
HMGN5|79366	1.1782	0.8041	2.6453	2.8678	1.3109	3.1463	1.6325	10.9686	1.7058	1.1466	4.981	2.2584	4.9182	2.4765	1.1609	3.7019	1.4619	1.6093	0.5143
HMGXB3|22993	15.6334	14.3615	8.3032	12.8665	10.3835	8.8184	5.0919	13.5206	14.6277	14.3139	9.3331	8.6894	8.3575	10.7453	11.8054	10.5373	8.9536	11.058	10.4721
HMGXB4|10042	7.4484	6.289	4.6438	4.3208	6.8312	11.155	5.2044	8.8207	7.8974	10.3567	10.8072	15.9549	4.063	11.5948	6.8688	8.1894	8.8045	11.2993	6.7016
HMHA1|23526	2.2731	6.0323	2.5631	1.7082	4.171	3.1829	1.551	2.6219	5.2865	5.2962	2.8513	4.34	6.4557	5.9345	4.7398	9.2862	3.8638	3.1607	2.4644
HMHB1|57824	0	0	0	0	0	0.0224	0.0418	0	0	0	0.0372	0	0	0.0267	0	0	0.0344	0	0
HMMR|3161	6.0995	5.2864	11.411	7.8784	6.4889	13.385	1.6956	2.4572	7.2409	11.5811	5.6954	8.9467	8.4655	6.035	5.3304	7.2361	5.541	5.973	12.7853
HMOX1|3162	7.7357	6.4178	19.0833	5.01	14.8867	9.9429	27.8401	7.4055	21.4766	17.3444	6.3404	2.136	4.8514	8.2198	13.8876	14.6991	24.2215	75.6358	12.6365
HMOX2|3163	7.4474	19.4919	45.2387	27.8052	19.5813	40.678	21.581	20.1903	12.8019	10.5104	14.4808	15.2197	17.1227	9.3257	16.8672	19.6024	13.9196	23.0159	27.2777
HMP19|51617	0.0061	0.0027	0.1429	0.0093	0.0059	0.0035	0	0	0.0119	0.0102	0	0.0119	0.0283	0.0282	0.2831	0.0504	0.0273	0.0091	0.012
HMSD|284293	0.0577	1.1514	0.0902	0.0311	0.3751	0.2849	0.2238	0.0491	0.3469	0.044	0.1025	1.0061	0.4753	0.135	0	0.5428	0.1296	0.343	0.1275
HMX1|3166	0	0	0.0639	0	0	0	0.0294	0	0	0	0	0.0457	0	0.0056	0.8536	0	0	0.0407	0
HMX2|3167	0.0275	1.0005	0.06	0.0069	0.0088	0	0.0095	0	0.0071	0.0076	0.0174	0.2445	0	0	0.3887	0.0196	0	0.0102	0
HMX3|340784	0.0138	0	0	0	0	0	0	0	0.0108	0	0.1557	0.6227	0	0.0966	0.013	0	0	0	0
HN1L|90861	13.8423	28.6491	57.0411	29.3665	46.523	43.9234	19.292	28.119	17.7186	21.0167	32.8979	33.8684	33.7765	23.4032	28.5719	22.8645	15.4734	28.8094	31.2779
HN1|51155	66.3491	101.5617	98.3528	61.7019	80.7699	72.3303	36.6863	88.4995	46.2483	72.7262	41.1499	32.1962	70.4457	49.7935	37.9484	68.8408	34.1974	56.5118	498.171
HNF1A|6927	14.8766	0.1407	0.1203	13.7611	8.9213	2.7493	0.0947	11.5626	5.3735	11.5345	12.1457	0.2961	4.9619	10.874	0.2031	4.8188	2.8068	0.2064	14.1805
HNF1B|6928	13.5077	0.0167	0.0071	5.9975	8.9603	0.0151	0.005	14.9607	9.9642	6.3912	13.7874	0.0055	4.8889	12.2821	0	5.3556	2.5712	0	8.4331
HNF4A|3172	100.2691	0.7523	0.0378	41.4608	27.0553	0.2597	0.0046	94.6033	37.9457	174.7415	40.1604	0.0942	50.6323	87.5273	0.0063	29.0863	18.2061	0.1254	33.2074
HNF4G|3174	21.7724	0.0122	0.2647	19.5748	7.6063	0.002	0.1207	17.6546	9.7443	9.0707	17.8486	0.8142	25.6242	24.8503	0.0059	13.9088	6.0316	0.0134	15.1977
HNMT|3176	10.3652	0.3863	0.4047	5.7387	4.3826	0.2547	1.544	5.6508	3.3075	15.8996	5.6175	0.5059	5.9898	1.6703	4.1072	4.8024	3.5681	1.8166	12.7688
HNRNPA0|10949	40.9434	51.868	34.3454	38.3658	33.9747	37.3106	19.238	29.4176	30.823	26.2289	32.7036	33.5414	23.4262	31.1377	34.0673	44.9083	27.6623	29.5815	52.6001
HNRNPA1L2|144983	1.2542	2.8152	1.2842	2.9326	1.1121	0.9602	1.0501	3.0622	3.3087	1.305	1.3722	3.2673	0.6969	1.8726	1.6856	2.3618	1.6006	2.9681	1.0711
HNRNPA1|3178	39.7556	55.8755	50.3629	83.0694	53.366	64.5548	23.5908	45.1792	48.497	39.7449	63.7311	50.853	26.542	40.9917	28.8122	50.4838	35.0467	44.6403	55.0911
HNRNPA2B1|3181	148.5629	116.0674	247.0535	233.6997	188.685	153.9212	65.634	165.5586	151.5625	245.6769	155.6325	149.012	155.4	202.5383	91.0589	163.7789	136.5184	139.3155	205.3826
HNRNPA3P1|10151	0.0172	0.0264	0.0227	0.0056	0.0143	0.0371	0.0041	0.0171	0.0308	0.0247	0.0095	0.0168	0.0091	0.0158	0.0603	0.0159	0.018	0.0293	0.0361
HNRNPA3|220988	27.6457	32.6413	15.7776	15.2998	21.628	35.5144	14.0298	28.1457	32.9872	28.2649	24.0668	45.7203	24.172	23.0701	26.351	24.1927	21.2494	45.8306	39.5248
HNRNPAB|3182	99.7076	108.169	105.167	143.0031	115.4074	138.2593	42.5354	114.3197	79.4064	304.4467	90.673	59.4597	183.3078	91.1216	86.1211	146.1137	76.7188	84.9163	186.0373
HNRNPCL1|343069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPC|3183	54.5315	50.0256	70.697	59.4434	56.5809	73.6899	35.4792	63.3648	44.7633	64.1778	57.8714	56.6514	32.5254	60.9518	45.6474	62.7082	37.3286	59.9264	78.4959
HNRNPD|3184	69.8472	65.0418	53.3968	106.4547	64.3559	74.9619	28.2047	92.2621	64.4352	60.0583	76.7949	90.0934	60.8465	49.1145	33.181	69.2709	39.0211	56.2342	72.6688
HNRNPF|3185	88.7051	106.5394	92.1987	134.0506	93.9064	68.7244	30.0838	103.3569	61.1911	104.9435	120.2118	74.9933	91.4975	133.4142	44.649	80.8082	45.9828	80.7791	77.4355
HNRNPH1|3187	44.8435	29.0137	39.4197	27.6771	39.4513	40.5484	25.8711	41.7641	41.5473	142.5728	23.2005	52.9532	65.443	30.0895	29.1535	45.5459	38.8697	33.5376	58.4121
HNRNPH2|3188	25.0734	31.6417	27.5255	29.2921	31.5331	37.9399	26.0702	46.318	17.156	27.0139	42.3457	27.5577	37.2538	39.0815	24.2033	31.2508	32.2906	36.6608	41.9924
HNRNPH3|3189	37.8307	13.9719	21.9852	29.9028	27.0539	24.8751	12.8901	28.7513	21.1395	36.3785	19.2249	36.156	32.7381	29.4776	21.3937	30.543	19.236	23.2985	21.9262
HNRNPK|3190	96.7618	89.125	108.8428	102.659	97.401	114.2236	48.0182	110.5025	91.6126	102.1899	100.5449	105.2333	110.771	114.9378	54.5764	85.0866	75.4889	84.8594	78.3373
HNRNPL|3191	56.1732	44.3695	44.7713	64.7914	60.5525	30.2769	26.343	30.7242	34.4804	53.2322	58.2236	39.4107	36.6691	53.3214	39.2396	48.8703	35.1964	38.6075	70.1553
HNRNPM|4670	41.0786	41.8924	34.5705	42.0543	46.7807	39.1716	24.6789	39.9525	35.6172	46.2326	46.8835	57.2628	31.9814	49.2581	34.8448	47.0388	33.5735	47.0603	57.4755
HNRNPR|10236	48.4658	52.1218	53.1713	42.9338	47.2906	39.6083	17.6547	36.0853	32.8444	53.8832	51.8348	63.3501	34.6357	56.0567	27.4438	48.3514	31.3581	38.83	43.2391
HNRNPUL1|11100	87.029	56.341	53.5438	51.159	75.3474	46.7355	40.9984	46.2419	69.2087	97.4015	86.3558	92.5007	38.2234	102.7587	50.2047	67.8357	68.5467	74.8374	91.6272
HNRNPUL2|221092	30.2672	13.7991	25.935	48.2835	34.7861	15.2529	19.0151	19.7958	26.2886	35.3562	37.3843	38.5954	17.3596	21.4313	34.4636	29.2931	25.4656	24.2549	41.9018
HNRNPU|3192	58.8045	42.8707	59.8606	64.6488	59.3414	47.2084	23.7587	60.5776	53.4683	82.8762	41.4071	91.3242	70.7233	73.7581	32.4001	50.1241	42.7259	67.1024	76.9807
HNRPDL|9987	39.692	46.8681	47.9853	37.0018	40.7135	43.4123	13.908	42.2357	35.3177	32.1615	38.1919	43.7873	34.0947	28.6779	27.7753	38.68	27.7013	29.3782	27.9585
HNRPLL|92906	14.8113	9.7728	9.3114	11.514	10.7847	4.7546	4.3908	12.9703	15.4007	10.2046	11.7113	15.3296	16.1268	19.9236	10.9064	11.5927	8.1625	13.9735	17.43
HOMER1|9456	2.9237	7.9403	4.8167	2.6758	2.2516	5.8325	1.3974	1.8079	3.974	3.8556	0.3803	3.1731	0.9809	3.7906	3.2061	1.7328	3.8427	5.7728	4.7553
HOMER2|9455	0.3054	33.9961	9.5685	0.5242	4.9042	0.0645	16.8324	4.0096	7.3996	0.0402	0.0744	7.5808	1.1045	3.1708	3.1384	7.2574	13.4139	4.2508	8.6423
HOMER3|9454	9.052	27.1809	60.6034	11.2972	18.9809	19.5718	11.6941	7.3129	14.0001	10.7015	13.9342	18.4839	8.1331	10.5931	34.6986	15.5488	10.9959	21.4936	21.0595
HOMEZ|57594	1.3865	2.0552	6.4464	1.6894	2.7984	1.1949	4.8708	6.4149	1.9642	2.6552	3.3971	5.2803	5.3054	3.7504	1.777	3.0566	2.9779	5.4227	2.3308
HOOK1|51361	11.8024	9.44	5.0465	13.906	7.1775	15.6535	9.4698	19.6279	10.7245	16.6295	11.2129	9.255	14.8889	16.1562	2.2249	9.8297	16.6331	1.47	9.7446
HOOK2|29911	18.6433	7.6619	6.1155	26.8977	12.6325	7.3912	11.3468	10.6286	9.7948	21.879	16.0643	14.6108	8.0199	10.4868	8.7312	16.2314	9.8012	11.2453	15.5196
HOOK3|84376	11.9921	6.4263	4.8351	2.0556	9.1042	19.9511	8.1514	8.9732	5.3494	3.2909	2.6217	10.7877	7.9613	4.2665	10.1549	5.497	9.8395	34.3236	4.5054
HOPX|84525	0.9529	10.7741	135.4521	13.8099	1.1521	15.7616	418.1875	0.5412	23.5739	0.7288	2.8353	14.8308	1.7174	2.1184	16.6448	60.8491	263.3267	24.3305	0.5586
HORMAD1|84072	0.4841	11.542	7.9718	5.8535	0.0303	9.4021	1.7627	0.059	0.3453	0.2366	5.8982	3.7407	4.1904	0.0222	1.1772	0.0772	2.3989	3.6432	1.3151
HORMAD2|150280	0.0011	0	0	0	0.0076	0	0	0.0134	0.0091	0	0.0074	0.0113	0	0	0	0	0.0356	0	0
HOTAIR|100124700	0.0708	0.0075	0.5541	5.4144	0.4824	0.3938	0.0053	0.5973	0.6707	1.034	0.4603	6.1977	0.0235	0.529	0.0222	1.4825	1.0561	0.1695	2.7015
HOXA10|3206	6.4477	0.1267	7.7181	22.8746	2.5553	2.4968	0.1042	15.7509	8.0056	7.0875	7.3176	2.0137	3.0177	15.6839	0.6174	9.3534	2.9431	7.1378	11.0865
HOXA11AS|221883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXA11|3207	3.6241	0.0025	1.5838	12.2081	0.5034	0.0646	0.0116	5.6793	3.3852	4.3439	4.1145	0.1675	0.8883	8.2487	0.2383	3.4332	0.8073	0.6911	3.4615
HOXA13|3209	6.9681	0.0158	0.4644	14.4577	0.362	0.0102	0.0443	16.3806	4.7695	7.0794	9.5415	0.4323	5.1394	13.5852	0.1134	6.5531	1.8405	2.0486	24.2391
HOXA1|3198	0.6554	0.2855	5.8893	0.211	0.9026	1.2801	2.2055	2.8287	2.174	2.6959	0.1424	0.6248	0.706	4.5772	1.1653	0.88	1.7212	3.2873	2.1931
HOXA2|3199	0.1153	0.062	0.6746	0.0857	0.156	0.1115	0.7646	1.2173	0.3503	1.6786	0.1388	0.4376	1.2297	0.4199	0.7408	0.6565	0.6508	1.5196	0.4485
HOXA3|3200	0.5499	0.2809	2.4278	0.4334	0.7984	0.4778	2.562	4.5608	2.377	6.4791	0.6191	2.5691	5.03	4.3361	2.3354	2.7139	2.3799	4.5923	6.1236
HOXA4|3201	0.2878	0.4822	3.8761	0.4345	0.5765	0.9639	3.9223	1.2882	1.3027	3.2593	0.5027	1.3422	1.1758	2.2949	4.4643	1.5447	1.8773	3.1482	1.0433
HOXA5|3202	1.5484	0.5775	2.3317	2.4207	0.9899	1.2566	2.5425	3.7039	1.5923	1.0661	2.1367	1.0166	2.3233	6.1399	1.927	3.6681	2.6386	3.3753	2.0157
HOXA6|3203	1.5372	0.1394	0.3926	1.7591	0.441	0.2908	0.6503	1.0597	0.7136	0.3272	1.3173	0.9675	0.663	2.7053	0.1572	1.7781	0.7549	0.4148	0.6857
HOXA7|3204	2.7481	0.9565	14.0108	5.6187	4.2587	1.2695	3.317	0.4847	4.3231	0.3184	8.5558	4.4348	1.5354	13.5653	3.3272	1.9317	1.8168	15.1902	0.2044
HOXA9|3205	6.3475	0.0462	14.8115	3.2297	0.159	4.5193	0.395	2.749	1.4255	1.7361	6.5801	2.064	1.188	2.3403	1.4088	8.7625	0.8072	4.753	2.3133
HOXB13|10481	16.3571	0	2.1155	2.0266	2.2814	0	0.0041	0.1211	0.5749	3.1463	9.753	0.2328	0.0112	6.449	0.1707	5.3288	2.1318	0	3.6493
HOXB1|3211	0.1022	0	0.1698	0.0154	0	0.0059	0.0453	0.0117	0.0079	0	0.0098	0.2702	0	0	0.0177	0.0308	0.0742	0.0827	0.0099
HOXB2|3212	27.3122	0.8326	10.2054	12.0497	1.4456	0.9064	5.1914	1.8968	15.074	0.9898	15.1976	8.6394	1.2383	21.7063	7.7772	18.6629	5.4393	11.6548	3.2915
HOXB3|3213	9.2605	0.484	2.8665	10.8164	1.8193	0.545	1.5506	3.1907	4.4464	8.0819	12.0092	6.78	8.648	10.0732	2.4729	6.8818	4.3274	5.173	4.3293
HOXB4|3214	1.6141	0.4159	3.048	2.8161	0.5415	0.4554	1.6231	0.5542	2.4171	0.9799	5.7903	4.0883	1.7074	6.3555	3.4462	3.7075	3.0349	3.8987	0.7566
HOXB5|3215	10.3942	0.0727	1.9234	10.8681	1.2109	0.4831	0.0994	4.9664	2.6759	6.813	9.5048	0.0767	6.1401	3.6628	1.0146	3.5973	1.5854	2.0527	6.5366
HOXB6|3216	19.2003	0.0587	0.9698	13.7321	0.9771	0.1523	0.0531	5.3271	2.2949	6.0418	14.1814	0.1825	8.1752	5.4025	0.7154	4.5271	1.4237	1.1562	6.1365
HOXB7|3217	15.323	0.1598	21.1715	20.9133	5.9854	4.5268	0.7322	22.6765	10.5939	17.4639	15.1416	4.6086	17.5355	11.4735	7.0835	12.8918	4.6668	9.8188	20.4741
HOXB8|3218	2.618	0	1.391	3.5455	0.0275	0.0188	0.0136	0.1782	0.1533	1.7436	3.9084	0.0079	12.8477	2.755	0.0213	1.989	0.2663	1.8345	0.6116
HOXB9|3219	34.5789	0.0221	4.4403	13.3804	0.3659	0.0223	0.0092	0.1298	3.6073	12.0633	14.0105	0.0776	62.495	9.0485	0.0768	3.2028	1.9704	0.0918	3.6243
HOXC10|3226	2.4707	4.7014	13.0948	32.2985	13.1262	3.5414	0.1231	0.0262	16.1067	6.2766	12.8671	6.0848	0.021	20.0156	1.7064	10.907	5.0807	9.3111	27.8488
HOXC11|3227	0.4136	0.0267	5.2126	7.0228	2.9239	0.073	0	0.8273	4.0301	7.3901	1.9501	2.8302	0.1618	4.4704	0.4978	2.2749	2.4927	1.2143	8.7641
HOXC12|3228	0.0848	0	1.5187	0	0	0	0	0	1.1028	3.9987	0	0.2119	0.046	0.7633	0	0.1087	1.5206	0.0351	4.4536
HOXC13|3229	0.0124	2.65	6.3819	0.0094	0.0717	1.6443	0.1497	0.0036	2.7163	4.5596	0.1134	3.2399	0.0516	3.5225	1.9934	0.8059	2.4183	2.2329	7.6054
HOXC4|3221	0.3784	1.2123	2.8224	1.7897	3.2148	0.5246	2.9419	0.3314	1.6624	1.3087	1.4	1.8937	0.2486	2.3418	2.6517	2.7937	2.305	1.9647	0.7623
HOXC5|3222	0.1173	0.2655	0.7028	0.6416	0.7613	0.1029	0.6019	0.1307	0.7234	0.5468	0.4573	0.738	0.0696	1.7554	0.9068	0.9796	0.657	0.6207	0.6731
HOXC6|3223	0.6601	1.2252	3.2813	2.1849	1.0468	0.4568	1.8965	0.5291	2.2051	1.5956	1.4769	2.7131	0.1405	3.4004	0.5042	2.3767	1.9861	1.6159	2.2986
HOXC8|3224	0.1678	2.8135	3.3403	0.9835	0.8532	0.4478	0.1568	0.3804	1.3653	1.8952	0.6421	1.5625	0.0132	0.9114	0.5208	1.6986	2.0668	1.1494	1.796
HOXC9|3225	0.4546	2.705	4.0009	11.0827	2.1145	1.4089	0.1751	0.2642	1.6666	2.4364	1.7293	3.3097	0.1496	1.4601	0.8086	2.8641	1.973	1.3252	5.2249
HOXD10|3236	1.5638	0.121	10.7661	0	0.0595	5.0876	0.1032	0.0709	0.144	1.8897	0	18.5674	0.07	0.0117	2.5374	0.0973	0.086	2.4116	0.0241
HOXD11|3237	1.2925	0.0169	9.8388	0	0	5.0196	0.1501	0	0.027	0.8479	0	11.3789	0	0.0134	4.5921	0	0	2.4266	0.0092
HOXD12|3238	0.1898	0.0138	0.0158	0.0231	0	0	0.0129	0	0.0121	0.1508	0.0503	0.1632	0.043	0	0.0643	0.0666	0	0.056	0
HOXD13|3239	1.1827	0.2529	1.2854	0	0	0.0111	0.0346	0	0.0099	0.0373	0	9.4106	0	0.0136	4.2622	0.0069	0	0.6107	0.0062
HOXD1|3231	3.3649	0.0377	1.7523	0.1977	0.3714	0	0.248	0.0527	0.2358	0.2517	0.1322	0.2741	0.2415	0.1787	1.5538	0.1897	0.1184	0.1278	0.0378
HOXD3|3232	0.271	0.3991	0.4343	0.0416	0.2826	0.1194	0.1772	0.0891	0.3063	0.2539	0.1337	0.7827	0.3799	0.1493	0.2751	1.2803	0.4458	0.0819	0.0527
HOXD4|3233	0.9123	1.9123	1.4256	0.0349	0.4449	0.0599	0.2967	0.1715	0.2871	0.3064	0.1374	0.6216	0.4333	0.1054	0.4892	5.5532	0.6952	0.096	0.0503
HOXD8|3234	0.6136	0.3884	0.798	0.5718	0.9768	1.5292	0.3767	0.3808	0.6777	0.4259	0.4665	1.5748	0.5621	0.4263	2.1363	0.6012	1.1047	0.6972	0.2348
HOXD9|3235	0.8945	0.6927	2.5756	0.7377	1.2217	2.6251	0.4909	0.5208	1.0449	1.2256	0.3668	8.3145	0.8849	0.5499	2.4357	0.6172	0.7951	1.3288	0.1684
HP1BP3|50809	29.9014	27.8849	29.7127	9.6637	26.6276	27.1034	16.4932	29.4667	20.5526	47.549	33.2115	49.5101	45.4349	28.7873	27.322	38.6248	27.8604	22.8589	18.8261
HPCAL1|3241	13.6681	3.2831	6.9371	2.0695	6.4232	4.3686	1.1845	8.0527	9.1305	6.7652	6.5474	6.2077	34.1531	17.1202	3.3238	7.2134	4.2454	6.437	8.6575
HPCAL4|51440	0.0539	0.0241	0.3886	0.0026	0.0134	0	0.081	0.002	0.0339	0.032	0	0.0339	0.0741	0.0246	0.0042	0.4016	0.0338	0.0414	0
HPCA|3208	0.5261	0.6591	1.035	1.3376	0.6651	1.169	0.348	1.0693	0.3296	0.7857	0.6449	0.8146	2.3251	0.7896	0.5591	2.2846	0.4385	0.3196	1.078
HPDL|84842	11.2985	0.3385	2.6904	45.1606	13.026	0.0699	0.95	13.1339	8.6017	27.1044	12.9002	1.8603	4.9678	14.019	1.0055	6.741	3.4309	0.4959	11.0233
HPD|3242	0.0815	0.0476	0.1052	0.0597	0.1773	0.0915	0.0513	0.0827	0.037	0.1044	0.0524	0.1322	0.1625	0.0744	0.5041	0.087	0.0663	0.0672	0.0871
HPGDS|27306	0.2154	0.1246	0.0608	0.1636	0.4114	0.0844	0.3857	0.1795	0.0821	0.1077	0.0475	0.3986	0.1646	0.2989	1.2756	0.5968	0.9088	0.8205	0.1092
HPGD|3248	153.4946	0.5066	2.8565	7.6773	10.3221	0.2075	38.3061	1.6047	3.287	53.9425	56.0392	3.0357	17.2624	10.6572	1.5362	69.28	15.1175	0.9794	19.3288
HPN|3249	2.4742	0.0398	5e-04	0.0072	0.1965	0.0435	0.0114	0.1334	0.1049	0.0172	1.8921	0.0485	0.068	0.0996	0.0617	0.3723	0.0473	0.0599	0.051
HPRT1|3251	16.6198	23.9795	34.1375	29.0796	23.6233	26.2376	8.7273	24.7977	15.6536	24.3063	35.5635	24.8176	18.7759	28.0047	16.6418	18.2805	20.8354	34.5857	39.5611
HPR|3250	0.0339	0.032	0.0141	0.1224	0.1259	0.0277	0.0455	0.0587	0.0558	0.0182	0.0375	0.0116	0.0442	0.0113	0.1311	0.0925	0.0506	0.015	0.0117
HPS1|3257	23.4519	20.7856	19.2783	22.7717	21.8198	10.91	9.3883	25.3915	13.7714	10.7143	10.6544	16.3904	23.4742	17.5836	18.0649	23.7589	10.3726	14.7501	13.7478
HPS3|84343	9.8113	3.5323	7.39	5.4083	12.4973	2.1838	2.9157	12.371	8.6803	6.8369	10.0847	15.5426	7.3828	14.7593	4.377	6.7162	5.7734	7.394	19.1797
HPS4|89781	5.0974	6.5733	1.8962	2.0888	5.5728	4.0508	4.4952	9.2864	5.6579	5.4132	6.751	12.899	3.8854	1.9207	3.6993	3.8162	4.9016	6.4708	2.6788
HPS5|11234	4.47	8.8663	4.1407	3.9202	3.9364	3.1059	4.311	5.8394	4.2226	11.7129	4.4949	9.0992	5.5281	5.6299	2.7152	4.2342	6.6203	6.009	2.5938
HPS6|79803	6.167	14.4192	6.0791	8.6548	9.6567	8.1687	5.5783	10.6228	6.0428	6.1337	10.2304	7.6889	12.6988	7.321	8.5844	7.5523	5.0417	6.4916	6.1143
HPSE2|60495	0.0536	0.501	0.0069	0.0611	0.027	0	0.4621	0.0948	0.0261	0.0407	0.0161	0.5722	0.0186	0.0407	5.9328	0.6891	0.116	0.0249	0.023
