TCGA-KL-8336-01A-11R-2315-07	TCGA-KL-8339-01A-11R-2315-07	TCGA-KL-8341-01A-11R-2315-07	TCGA-KN-8426-01A-11R-2315-07	TCGA-KN-8427-01A-11R-2315-07	TCGA-KO-8404-01A-11R-2315-07
TXNDC12|51060	668.895	685.3448	678.3462	619.9187	1137.4115	1975.8772
TXNDC15|79770	942.0304	908.046	500.3504	776.4228	1326.1034	1476.9737
TXNDC16|57544	149.7469	258.9799	695.445	440.6504	44.05	128.2895
TXNDC17|84817	716.2028	906.2213	893.239	470.5813	566.1942	1222.9386
TXNDC2|84203	0	1.0776	0.5606	0.813	0.6575	4.386
TXNDC3|51314	0.382	0	0	2.0325	0.3287	30.1535
TXNDC5|81567	1929.638	494.8455	1807.8879	2315.4878	6841.0467	4893.6623
TXNDC6|347736	3.0561	3.9511	1.6819	2.8455	1.3149	0
TXNDC8|255220	0	0	0	0	0	0
TXNDC9|10190	341.5147	276.2213	294.6041	137.8049	1025.9714	343.75
TXNIP|10628	19756.6613	11479.8851	3034.3378	9119.5122	10930.9844	7495.0658
TXNL1|9352	1277.8149	1712.2845	2022.1444	1194.3089	1855.0326	784.5395
TXNL4A|10907	1022.6339	1522.9885	930.0631	1594.7154	817.2269	922.6974
TXNL4B|54957	202.846	136.4943	243.8683	558.9431	280.7368	516.4474
TXNRD1|7296	2865.8199	2110.6322	2105.9566	7379.2683	2332.0222	998.9035
TXNRD2|10587	1108.5856	1373.5632	1252.1374	3047.9675	1123.9499	840.4605
TXNRD3IT1|645840	200.1719	272.9885	247.232	107.7236	170.9405	126.6447
TXN|7295	2553.7198	1776.9397	1658.3041	1360.9756	2290.9308	4726.9737
TYK2|7297	1644.9241	2061.0632	1596.9166	1502.0325	1512.823	2198.4649
TYMP|1890	407.984	122.4856	37.8416	943.4959	517.7523	2015.8991
TYMS|7298	264.9222	208.5812	292.6671	224.2561	1068.8315	574.523
TYRO3|7301	273.8993	109.5546	77.3651	102.8455	929.9818	841.557
TYROBP|7305	655.5248	275.8621	55.5011	676.0163	661.4081	6048.8213
TYRP1|7306	1.146	1.4368	1.1212	1.626	1.6437	1.6447
TYR|7299	0.382	0	0.2803	0	0	6.5789
TYSND1|219743	447.7127	367.0977	385.1437	435.7724	973.0456	275.2193
TYW1B|441250	38.5828	58.5489	227.8907	82.1138	31.2295	54.2763
TYW1|55253	660.1089	789.1523	1215.1367	1182.9268	561.8024	399.6711
TYW3|127253	494.0197	472.7838	427.8514	423.4187	560.5466	368.432
T|6862	0	0	0.5606	0	0	0
U2AF1L4|199746	324.9776	265.4598	124.1682	385.0854	58.9679	188.3553
U2AF1|7307	845.7645	1196.4799	856.6223	769.5122	1613.0861	2269.1886
U2AF2|11338	3666.1255	3474.8563	2265.1717	3104.878	2181.4632	3082.7851
UACA|55075	802.9797	1073.2759	723.7561	1186.5854	1823.8031	1044.9561
UAP1L1|91373	1507.4014	1036.6379	1223.8262	830.4878	225.5099	2103.6184
UAP1|6675	1664.4065	2984.1954	2733.2866	804.878	3330.709	680.9211
UBA1|7317	11619.9026	11229.1667	10906.2369	9028.4553	6898.1047	7276.3158
UBA2|10054	1789.3229	2517.9598	1582.0603	1554.065	2206.4468	1408.9912
UBA3|9039	1254.1305	1641.8822	971.5487	408.5366	761.9999	710.5263
UBA52|7311	8574.1572	14957.6149	6603.2235	6283.7398	19025.3436	12889.8026
UBA5|79876	1819.5588	1834.1523	1478.1219	747.9675	863.6372	499.4518
UBA6|55236	1527.2658	1430.6753	1182.3406	793.9024	1150.8895	1018.0921
UBA7|7318	671.9511	928.8793	321.794	444.3089	503.2881	1243.4211
UBAC1|10422	2377.2324	1956.1782	2400.5606	1586.1789	797.8317	993.9693
UBAC2|337867	1472.9634	1044.6516	1352.5466	1614.4756	1333.5919	2095.7182
UBAP1|51271	2165.18	2065.7328	1665.8725	1064.6179	754.7646	923.2456
UBAP2L|9898	2897.9085	2430.3161	2840.6447	2111.3821	4622.6243	2921.0526
UBAP2|55833	748.3526	754.3103	1030.6938	675.2033	855.3597	442.9825
UBASH3A|53347	5.3481	1.4368	1.4015	2.8455	12.8205	4.9342
UBASH3B|84959	414.8601	28.3764	77.6454	72.3577	584.4849	172.6974
UBB|7314	20983.6692	23492.4569	15128.5214	14247.9675	8459.9087	11384.8684
UBC|7316	33085.2832	27147.2701	27421.1633	69593.9024	27207.8028	18230.8114
UBD|10537	279.6295	1090.158	3.0834	819.9187	89.415	4.9342
UBE2A|7319	2078.5025	1303.1609	1732.3055	1118.2927	1095.3338	1211.6228
UBE2B|7320	1388.9791	1961.5661	1010.5116	1851.2195	1501.6461	1673.7939
UBE2CBP|90025	25.9765	48.8506	22.705	44.7154	59.1717	47.6974
UBE2C|11065	213.1602	413.4339	574.0715	154.4715	1065.4192	2804.8246
UBE2D1|7321	494.3176	414.1523	1091.5207	543.9024	746.2208	264.8026
UBE2D2|7322	1572.3427	1612.4282	1276.5242	1865.0407	1914.2043	1905.7018
UBE2D3|7323	7468.2456	10223.4195	8103.9944	6131.7073	4670.9478	4012.6096
UBE2D4|51619	569.6724	427.8628	537.4071	471.1504	213.7052	273.2511
UBE2DNL|100131816	0	0	0	0	0	8.2237
UBE2E1|7324	1474.5488	1908.7644	3072.4597	745.122	961.54	1933.114
UBE2E2|7325	191.0037	588.0029	31.9552	376.0163	402.0388	567.4342
UBE2E3|10477	674.6252	393.319	446.8115	424.3902	3136.7573	1780.7018
UBE2F|140739	479.8014	275.5029	466.7134	504.065	461.0626	578.9474
UBE2G1|7326	880.9092	739.5833	983.8823	719.9187	1202.5003	832.2368
UBE2G2|7327	709.7698	1866.0201	1407.9888	1363.8211	1325.1172	1765.3509
UBE2H|7328	2081.1766	3027.658	4676.6643	4030.0813	1728.1422	614.5833
UBE2I|7329	1161.6847	2022.2701	1896.5662	2430.8943	2034.1914	2168.3114
UBE2J1|51465	856.0787	755.3879	959.4954	688.2114	1039.4494	820.1754
UBE2J2|118424	587.5275	493.5345	403.9243	736.1789	697.2398	3165.5702
UBE2K|3093	2615.223	2806.3937	2605.1857	1854.065	1253.4537	1902.4123
UBE2L3|7332	1471.4927	1908.7644	2170.4275	2359.3496	2198.8859	3362.9386
UBE2L6|9246	7758.9533	10923.4914	1713.2446	3950.813	812.2959	1224.2325
UBE2MP1|606551	106.9621	176.7241	75.6833	173.5772	95.6609	205.5921
UBE2M|9040	1272.4668	2283.7644	851.2964	2346.748	1299.4762	2842.1053
UBE2NL|389898	3.4381	1.0776	0.8409	0.813	1.9724	12.0614
UBE2N|7334	2460.128	2326.1494	2395.2348	1482.9268	1608.1552	1603.6184
UBE2O|63893	582.9434	842.3132	436.4401	518.6992	685.7342	1258.7719
UBE2Q1|55585	1116.2258	843.3908	1003.7842	1261.3821	1760.0292	2311.4035
UBE2Q2P1|388165	36.6727	42.7443	10.6517	53.252	13.1493	12.6096
UBE2Q2|92912	1765.2564	1535.9195	626.2088	1385.7724	943.7885	543.3114
UBE2QL1|134111	429.3764	862.7874	810.932	2357.7236	1.9724	58.6623
UBE2R2|54926	2208.3851	1544.8994	2205.466	1128.0488	2220.9109	1371.1623
UBE2S|27338	1071.1489	460.8477	324.3167	683.3333	697.8973	1746.1623
UBE2T|29089	175.3414	105.9626	155.5711	67.0732	265.2864	337.7193
UBE2U|148581	0	0.3592	0	0	0	0
UBE2V1|7335	1988.3488	3130.3448	3280.1514	1470.3333	5590.0815	3742.8728
UBE2V2|7336	795.7215	584.7701	681.9902	899.187	761.6712	1023.0263
UBE2W|55284	1105.1476	1345.9052	1100.4905	1852.8455	1085.8006	516.4474
UBE2Z|65264	1929.5196	2105.2443	1935.5291	2344.3089	2470.0895	3455.5921
UBE3A|7337	2585.4226	2519.7557	3603.9187	2139.4146	1416.8334	1041.6667
UBE3B|89910	2227.8674	2083.3333	2495.8655	2221.5447	1476.9913	792.7632
UBE3C|9690	3593.5441	3253.2328	2932.5858	3994.3089	2973.3777	1402.4123
UBE4A|9354	2190.8127	2758.2615	3676.5242	2002.8455	813.9395	1190.7895
UBE4B|10277	663.1649	766.8822	897.5473	587.8049	1724.5262	791.6667
UBFD1|56061	924.84	1501.796	1870.7779	1810.1626	1648.2604	1270.2851
UBIAD1|29914	558.1129	637.2126	579.3973	801.2195	431.6246	451.2061
UBL3|5412	5429.8539	6099.8563	4017.9397	3308.5366	1039.7782	840.4605
UBL4A|8266	1608.2514	1812.5	1588.227	2118.6992	1018.0819	1849.7807
UBL4B|164153	0	0.3592	0	0	0.3287	0.5482
UBL5|59286	4294.1457	4602.7299	2908.199	2642.6829	1835.3087	3200.6579
UBL7|84993	1282.399	1193.9655	615.5571	1177.2358	851.0862	1172.6974
UBLCP1|134510	696.3996	492.0977	573.2306	406.5041	952.993	582.2368
UBN1|29855	608.5379	745.6897	965.1016	1535.7724	965.1561	1571.8202
UBN2|254048	543.2146	579.023	917.1689	704.065	496.3848	366.7763
UBOX5|22888	263.2031	594.6121	525.2978	265.4065	394.9809	404.5724
UBP1|7342	1399.2933	1044.8994	3043.3076	895.935	1217.2933	996.7105
UBQLN1|29979	4225.3844	3900.5029	5603.9243	3396.3415	3139.0584	2073.4649
UBQLN2|29978	2346.6718	1663.7931	2006.4471	1632.5203	848.1276	939.693
UBQLN3|50613	0	0	0	0	0	0
UBQLN4|56893	488.5875	411.6379	597.0568	622.3577	1882.3174	2053.1798
UBQLNL|143630	1.146	0.3592	0.5606	4.4715	2.3011	36.1842
UBR1|197131	1037.1502	973.0603	1312.9643	765.8537	711.704	343.2018
UBR2|23304	719.32	679.5977	889.4184	446.3415	986.1949	213.8158
UBR3|130507	1327.4759	1233.477	1400.9811	1123.5772	788.6272	656.25
UBR4|23352	2841.7534	1865.3017	3242.6069	2599.5935	5018.7459	2550.9868
UBR5|51366	2695.8266	2310.704	13375.7533	3296.748	4149.2507	1248.3553
UBR7|55148	1724.3816	376.0776	2536.5102	1421.1382	469.1	911.7325
UBTD1|80019	144.7808	89.0805	132.5858	119.1057	1355.0318	1393.0921
UBTD2|92181	492.7896	201.1494	389.068	444.3089	524.6557	1098.6842
UBTFL1|642623	0	0	0	0	0	0
UBTF|7343	2274.8544	1737.7874	2042.0463	1886.9919	2865.5537	3484.6491
UBXN10|127733	229.5865	198.6351	590.0491	152.0325	9.5332	37.8289
UBXN11|91544	68.3793	187.5	106.7975	188.2114	169.2968	1072.9167
UBXN1|51035	2047.1779	2920.2586	1814.1556	2214.6341	3276.797	3585.5263
UBXN2A|165324	187.9477	136.8534	160.3364	174.3902	436.8843	560.307
UBXN2B|137886	1288.5111	1541.3075	1405.1857	2341.4634	519.7247	267.5439
UBXN4|23190	2029.2236	2859.1954	2938.4723	1778.0488	3500.0058	1794.9561
UBXN6|80700	1926.0816	4295.6178	3353.609	4176.0163	3177.52	1621.1623
UBXN7|26043	527.5523	422.4138	653.1184	123.9837	1097.9637	112.9386
UBXN8|7993	182.5996	117.4569	102.0322	48.374	443.1302	171.0526
UCA1|652995	0	0	1.4015	0	0.6575	0.5482
UCHL1|7345	2969.7259	512.2126	301.0512	1552.8455	4337.9427	225.8772
UCHL3|7347	373.9853	256.8247	297.9678	228.0488	296.8447	192.4342
UCHL5|51377	411.5901	336.7924	426.9909	238.6829	511.1777	224.8355
UCK1|83549	1140.2922	1029.0948	1497.4071	952.8455	371.4668	1634.8684
UCK2|7371	65.3233	41.6667	50.1752	56.9106	910.9154	399.1228
UCKL1AS|100113386	29.8195	45.5891	55.2908	60.6707	15.1578	60.6579
UCKL1|54963	535.4637	1466.4583	900.7288	610.1992	873.7062	853.2292
UCMA|221044	0	0	0	0	0	0
UCN2|90226	0	0.3592	0.5606	0.813	11.1769	89.9123
UCN3|114131	0	0	0	0	0	0
UCN|7349	0.382	1.4368	0.2803	2.439	14.4642	50.9868
UCP1|7350	3.0561	5.0287	0.8409	0	0	0
UCP2|7351	1858.0842	266.1638	1959.6356	1188.2114	2378.3734	2444.6272
UCP3|7352	14.5163	4.6695	3.9243	13.0081	1.6437	76.7544
UEVLD|55293	487.8235	461.5661	621.1633	209.3496	279.0932	139.8026
UFC1|51506	762.4869	868.1753	666.8535	930.4878	1954.3096	1040.0219
UFD1L|7353	797.6048	1034.4828	1202.7554	1335.3374	1545.6962	1690.2138
UFM1|51569	1379.0469	1953.3046	2500.3504	1500	1188.6936	1541.1184
UFSP1|402682	34.3807	18.319	41.2053	76.4228	40.7627	132.1272
UFSP2|55325	885.436	910.5065	681.7687	406.7276	470.4577	345.7237
UGCG|7357	349.1548	412.7155	355.1507	267.4797	3295.2059	40.5702
UGDH|7358	302.9319	648.3477	367.2039	730.4878	896.1224	1467.6535
UGGT1|56886	1635.3739	1249.2816	1774.9124	1148.374	4764.9651	2056.4693
UGGT2|55757	255.563	456.5374	251.9972	219.9187	697.2398	223.136
UGP2|7360	2837.5513	2309.2672	2305.8164	2080.8943	1917.4916	1688.0482
UGT1A10|54575	0	0	1.4884	0	0	0
UGT1A1|54658	0	0	0	1.8374	0	0
UGT1A3|54659	0	0	0	0	0	0
UGT1A4|54657	0	0	0	0	0	0
UGT1A5|54579	0	0	0	0	0	0
UGT1A6|54578	33.6167	2.5144	5.8472	736.0203	45.5852	2.2259
UGT1A7|54577	0	0	0	0	0	0.5154
UGT1A8|54576	0	0	0	0	0	0
UGT1A9|54600	0	0	3.5964	63.3577	1.0947	0
UGT2A1|10941	3.4381	22.9885	1.6819	0.813	0	0
UGT2A3|79799	0.382	3.9511	1.1212	0.813	6.9034	0
UGT2B10|7365	0	0.3592	0	0	4.6022	0
UGT2B11|10720	0	3.9511	0.8409	0.4065	0	0
UGT2B15|7366	0	0	0	0	0	1.6447
UGT2B28|54490	1.146	52.0833	3.9243	1.2195	0	0
UGT2B4|7363	1.528	11.4943	6.4471	2.8455	0	12.0614
UGT2B7|7364	0.382	1.796	25.5081	7.3171	614.0707	1.0965
UGT3A1|133688	1.91	0.3592	0.8409	0.813	5.5884	1.0965
UGT3A2|167127	6.4941	0	0	0	0	6.0307
UGT8|7368	3784.1658	2891.8822	4817.6594	1478.4553	13.8067	10.4167
UHMK1|127933	984.0512	1397.2701	1778.2761	236.1789	859.3045	31.7982
UHRF1BP1L|23074	1681.2148	1753.592	2650.876	956.5041	546.352	169.9561
UHRF1BP1|54887	1089.1032	835.1293	1443.8683	1068.6992	583.8274	184.2105
UHRF1|29128	109.2541	98.7751	125.2978	56.4309	564.1035	400.7675
UHRF2|115426	720.466	633.9799	801.1212	378.4553	2574.2975	295.5044
UIMC1|51720	450.0048	551.3649	411.4926	397.9675	543.0647	452.8509
ULBP1|80329	3.4381	0.3592	25.7884	234.5528	4.2735	68.5307
ULBP2|80328	16.0443	5.7471	10.3714	9.7561	15.1217	148.5746
ULBP3|79465	8.7862	3.592	16.5382	32.1138	7.5608	9.3202
ULK1|8408	2796.6765	1906.6092	3527.4001	6507.3171	1564.7626	2731.3596
ULK2|9706	235.3166	313.5776	281.7099	565.0407	443.7877	212.7193
ULK3|25989	1474.1667	1231.681	641.9061	1704.4715	322.8145	2050.4386
ULK4|54986	107.7261	36.6379	87.1759	18.6992	71.9922	36.1842
UMODL1|89766	1.528	512.5575	14.007	17.0732	0.3287	2.193
UMOD|7369	0	0.3592	5.0456	42.2764	0.3287	0.5482
UMPS|7372	807.9458	639.3678	856.0617	295.935	385.9309	393.0921
UNC119B|84747	3109.5406	2667.0259	2849.8949	2591.8699	1368.1811	701.7544
UNC119|9094	1202.9415	674.9282	1083.3917	1082.5203	506.2467	863.4868
UNC13A|23025	5.3481	21.1925	29.993	8.9431	47.6661	8.2237
UNC13B|10497	1340.8461	1729.8851	1438.5424	1427.2358	409.9284	274.6711
UNC13C|440279	12.2242	0.7184	209.6706	36.5854	0.6575	1.0965
UNC13D|201294	86.3337	36.6379	23.8262	116.6667	336.6212	854.7149
UNC45A|55898	2866.2019	2364.2241	3162.1584	2434.5528	1479.9498	1877.7412
UNC45B|146862	0.764	0.7184	1.1212	0.813	0.9862	1.6447
UNC50|25972	413.3321	626.796	545.48	558.5366	848.1276	445.1754
UNC5A|90249	105.052	4.3103	9.2502	18.6992	39.4478	42.2149
UNC5B|219699	789.6094	436.0632	739.1731	511.3821	1895.7954	1214.9123
UNC5CL|222643	14.9136	45.3341	27.2684	48	36.5221	17.5439
UNC5C|8633	8.7862	1.796	7.8486	6.0976	11.5056	11.5132
UNC5D|137970	1749.9761	55.6753	1608.1289	7.7236	0.3287	2.193
UNC80|285175	199.0259	1.0776	964.8213	9.7561	0.3287	0.5482
UNC93A|54346	0	0	0	0	0	0
UNC93B1|81622	488.9695	189.296	276.9446	748.374	637.4106	1819.6272
UNCX|340260	0	0	0	0	0	0
UNG|7374	1554.7703	952.5862	773.3707	1364.6341	825.7739	804.8246
UNKL|64718	180.6972	237.4389	330.2228	634.1667	301.7822	498.9693
UNK|85451	543.5966	989.9425	444.0084	421.5447	611.1121	1006.0307
UOX|391051	0	0	0.2803	0.813	0	1.6447
UPB1|51733	1.146	0.7184	1.1212	2.8455	0.9862	1.0965
UPF0639|400224	711.6799	335.4885	503.7141	402.8455	0	1.0965
UPF1|5976	4105.4341	3616.0201	3740.9951	4187.3984	2572.3251	3609.1009
UPF2|26019	373.6033	399.4253	435.3189	326.0163	1815.2561	265.3509
UPF3A|65110	348.7728	395.4741	486.335	350.813	674.5573	252.7412
UPF3B|65109	310.5721	185.3448	270.2172	395.5285	268.9025	444.0789
UPK1A|11045	0.382	1.0776	0.8409	10.9228	0.3287	0
UPK1B|7348	3.0561	0.3592	0	0.813	0.3287	0
UPK2|7379	0.382	0.3592	0.5606	10.1626	1.3149	1.6447
UPK3A|7380	0.382	0	2.2425	2.0325	0	1.6447
UPK3BL|100134938	33.1964	68.2687	51.7758	10.622	299.3463	355.159
UPK3B|80761	1.146	1.0776	0	7.3171	5.5884	8.7719
UPP1|7378	8307.898	3639.3678	3579.8178	5566.2602	682.1181	3686.9518
UPP2|151531	0	6.1063	7.288	6.9106	0	0
UPRT|139596	456.4989	485.6322	533.9874	301.2195	107.4952	218.2018
UQCC|55245	893.8974	1763.2902	2490.2593	955.2846	1621.9619	1122.2588
UQCR10|29796	3187.8522	4809.9856	4204.3448	4469.1057	1017.0957	2957.2368
UQCR11|10975	5403.8774	7161.6379	4278.3462	4723.9837	1416.8334	1900.7675
UQCRB|7381	13371.0247	13804.5977	14013.4548	10731.3008	5131.1721	3734.6491
UQCRC1|7384	16842.3264	21456.5374	21704.555	10557.7236	3262.6615	4581.1404
UQCRC2|7385	6661.8279	9833.6925	13660.2663	9946.748	3324.4631	1225.8772
UQCRFS1|7386	10461.274	7575.0718	4432.5158	4471.9512	1242.2769	1017.5439
UQCRHL|440567	788.0814	978.0891	361.5978	646.3415	634.4521	327.3026
UQCRH|7388	3141.2473	3556.7529	1419.7617	2442.6829	2312.6271	1474.2325
UQCRQ|27089	8228.8225	7177.0833	4405.3259	8433.3333	1264.3019	4163.3772
URB1|9875	550.8547	384.6983	658.4135	420.3252	1147.9309	949.364
URB2|9816	212.0141	114.2241	160.3364	147.9675	406.9698	244.5175
URGCP|55665	1476.4588	1180.6753	1426.2088	1504.878	1020.0543	854.7149
URM1|81605	2037.2457	2036.2787	1520.6727	952.439	1068.3778	1710.5263
UROC1|131669	0.382	0.3592	0.2803	0.4065	0	0
UROD|7389	1486.009	1457.9741	1203.0834	965.0407	1102.2372	2441.3377
UROS|7390	777.3852	664.8707	647.7926	623.5772	1106.8394	605.8114
USE1|55850	218.5083	197.9167	369.1661	284.5528	397.4366	701.2061
USF1|7391	521.8222	512.5718	447.3721	544.7154	617.6867	2060.8553
USF2|7392	4757.5208	3715.5172	1742.1163	5434.5528	1285.3407	3016.4474
USH1C|10083	1.146	0.3592	1.6819	0.4065	0.3287	0
USH1G|124590	0	0	0	0.4065	0.3287	2.193
USH2A|7399	1.528	1.4368	3.0834	3.252	2.6299	3.8377
USHBP1|83878	42.4028	18.6782	29.7127	50.4065	28.2709	37.2807
USMG5|84833	1494.7951	1581.8966	1090.6797	1151.626	1339.9102	1084.9781
USO1|8615	4132.1746	3924.2098	5006.8676	2875.2033	2234.3889	1226.4254
USP10|9100	1492.8851	1090.158	2228.171	1665.8537	2356.0197	1006.0307
USP11|8237	2280.9665	3130.0287	3001.2614	3088.2114	1654.5063	2237.3904
USP12|219333	340.3686	504.3103	419.3413	327.6423	399.4089	37.2807
USP13|8975	162.3532	34.4828	88.2971	67.0732	1428.9964	343.75
USP14|9097	1093.6873	1117.0977	2016.2579	1025.6098	1718.2803	1259.8684
USP15|9958	944.7044	758.6207	841.4856	661.7886	1088.4305	620.0658
USP16|10600	801.0696	1384.3391	1456.2018	521.9512	634.4521	495.614
USP17L2|377630	0	0	0	0.4065	0.6575	0
USP17L6P|391622	0	0	0	0	0	0
USP17|391627	0	0	0	0	0	0
USP18|11274	53.8631	59.6264	79.6076	119.1057	24.3261	99.7807
USP19|10869	3240.1872	2924.9282	4545.1997	1184.5528	1131.823	1435.307
USP1|7398	534.8104	711.9253	844.569	517.0732	755.0966	768.6404
USP20|10868	875.5611	998.9224	789.9089	516.6667	580.8688	597.0395
USP21|27005	260.5291	236.3506	338.8928	313.4146	550.9542	671.6009
USP22|23326	4847.2925	2807.8305	4933.4268	4617.8862	4958.588	10218.2018
USP24|23358	1176.5829	1117.0977	1574.7722	1278.4553	1894.8092	1074.5614
USP25|29761	684.5573	1103.4483	1309.8809	1057.3171	1015.7808	373.3553
USP26|83844	0	0	0	0	0	0
USP27X|389856	48.1329	47.4138	78.206	143.0894	83.1691	77.8509
USP28|57646	1230.828	1156.9684	1726.6994	941.8699	518.7385	172.6974
USP29|57663	0	0	0	0	0	1.6447
USP2|9099	1688.4729	611.7098	521.9341	2999.5935	131.4927	112.3904
USP30|84749	782.3513	859.5546	919.6917	679.6748	401.7101	214.364
USP31|57478	158.9151	171.3362	491.3805	750	523.9982	507.6754
USP32|84669	981.3771	1567.8879	1866.2929	1171.1382	1226.4977	1174.3421
USP33|23032	1542.9281	1596.6236	1554.8704	1351.2195	896.4512	1523.5746
USP34|9736	1806.8952	1119.9713	1895.1647	1054.065	4300.4673	1703.3991
USP35|57558	456.1169	184.9856	147.4422	171.9512	268.245	699.5614
USP36|57602	942.7944	3088.3621	766.0827	1641.0569	1627.2216	1820.7237
USP37|57695	183.7456	215.8764	257.3231	118.6992	232.742	219.8465
USP38|84640	1239.6142	755.0287	955.2908	918.6992	535.1751	330.0439
USP39|10713	758.6668	668.8218	835.3189	702.439	1602.238	926.5351
USP3|9960	869.3993	797.6401	1896.8998	633.9553	634.074	290.5702
USP40|55230	540.5405	934.6264	1105.2558	858.1301	682.7756	690.7895
USP42|84132	428.6124	404.0948	431.3945	482.1138	460.2243	281.25
USP43|124739	40.4928	31.6092	51.0161	246.3415	190.0069	2.7412
USP44|84101	0.764	0.3592	0.2803	0	1.6437	1.6447
USP45|85015	234.9346	273.3477	247.232	213.0081	276.1346	70.1754
USP46|64854	129.5005	64.296	58.3041	267.4797	420.7765	427.0833
USP47|55031	2145.7358	1370.6897	2950.2453	1275.6098	2805.3958	1206.6886
USP48|84196	874.7971	898.3477	1189.9089	663.8211	946.7471	895.2851
USP49|25862	10.3142	46.3362	11.4926	12.6016	37.1467	6.5789
USP4|7375	2251.9339	2196.1207	3927.9608	969.5122	1457.9248	1404.057
USP50|373509	0	0.3807	0	0	0	0
USP51|158880	242.5747	221.6236	199.5795	107.7236	4.6022	16.9956
USP53|54532	1290.4212	1331.1782	2734.6882	2117.4797	791.2571	174.8904
USP54|159195	492.7896	327.227	181.9201	531.3008	592.0457	194.0789
USP5|8078	2554.8658	1461.5661	1619.3413	1210.5691	3354.7064	2116.7763
USP6NL|9712	358.705	329.7414	136.7905	297.9675	687.3779	135.4167
USP6|9098	26.7405	81.5374	37.0007	50	45.365	38.9254
USP7|7874	2106.7711	3616.3793	5059.0049	3474.7967	1758.3855	2037.8289
USP8|9101	2018.5999	2469.551	2453.5585	1374.4187	816.428	628.2346
USP9X|8239	5800.0191	4192.8879	5273.1605	3573.9837	2878.3742	1872.2588
USP9Y|8287	0	14.3678	761.0371	30.4878	60.4866	112.9386
USPL1|10208	216.5982	251.0776	165.9425	315.8537	295.8585	193.5307
UST|10090	862.1908	742.0977	189.2081	477.6423	15.1217	373.9035
UTF1|8433	0	0.7184	0	0.813	0.3287	2.7412
UTP11L|51118	340.7506	252.1552	232.0953	173.5772	665.0241	1049.8904
UTP14A|10813	406.4559	496.7672	428.3111	420.7317	828.075	327.8509
UTP14C|9724	811.0018	849.4971	1047.232	621.5447	614.7282	258.7719
UTP15|84135	351.0648	346.6236	323.7561	282.5203	405.6548	281.25
UTP18|51096	446.9487	693.6063	497.8276	327.6423	1086.1293	402.9605
UTP20|27340	1207.5255	3381.8247	976.0336	3806.5041	1372.1259	527.4123
UTP23|84294	492.0256	661.2787	347.5823	824.3902	837.2795	491.2281
UTP3|57050	1084.9012	1200.7902	1100.2102	528.4553	599.2778	713.8158
UTP6|55813	282.3035	283.046	311.9832	273.5772	922.0922	683.114
UTRN|7402	1637.2839	1267.2414	2215.5571	1131.3008	1950.0361	661.7325
UTS2D|257313	1.146	5.0287	19.6216	2.439	0.3287	0
UTS2R|2837	0	0	0	0	0	0
UTS2|10911	0	0	0.5606	0	0.3287	0.5482
UTY|7404	0	10.0575	222.8451	22.7642	36.1605	61.9518
UVRAG|7405	628.4023	882.1839	709.1801	766.2602	330.704	728.0702
UXS1|80146	937.8283	549.569	362.1584	919.5122	3948.7244	587.1711
UXT|8409	1517.9486	1964.9533	1190.4555	1379.378	930.2842	2001.2774
VAC14|55697	1083.3731	1021.1925	2065.5922	3143.9024	1142.3424	3631.0307
VAMP1|6843	105.3959	82.6149	45.5165	105.2642	144.3033	349.2325
VAMP2|6844	1252.2204	1706.8966	1323.3357	1677.6423	608.4823	1698.4649
VAMP3|9341	1625.0597	1225.9339	1702.8732	808.9431	2365.5529	1514.2544
VAMP4|8674	296.0558	284.1236	400	325.6098	470.415	711.0746
VAMP5|10791	270.0793	114.5833	99.5095	243.4959	266.9301	354.1667
VAMP7|6845	1452.7743	1654.454	1889.2782	1236.5854	517.7523	701.7544
VAMP8|8673	2045.6499	2531.9684	1218.5004	2339.0244	1060.817	1709.9781
VANGL1|81839	438.5446	165.9483	488.5774	277.2358	573.9654	52.0833
VANGL2|57216	52.335	7.9023	12.8942	8.1301	24.3261	36.1842
VAPA|9218	3193.2003	7016.523	5063.4898	3730.0813	2761.017	3274.1228
VAPB|9217	1172.3809	1436.4224	3241.2053	1054.4715	1108.1544	1966.0088
VARS2|57176	882.0552	456.5374	979.316	592.6829	738.6896	724.5559
VARS|7407	905.3577	1289.8707	687.8767	1134.1463	4865.8857	1993.4211
VASH1|22846	749.5483	215.9411	468.0897	642.4959	456.6148	798.9529
VASH2|79805	4.2021	0.7184	5.0456	6.0976	15.1217	69.0789
VASN|114990	288.0336	338.7213	400.2803	1057.3171	869.4952	8451.7544
VASP|7408	1118.1358	794.5402	486.335	1486.1789	1221.8955	4395.2851
VAT1L|57687	57.3011	111.3506	5.6062	29.6748	0.3287	235.1974
VAT1|10493	2447.9037	3242.0977	1411.0722	2534.1463	8902.0528	16804.2763
VAV1|7409	103.524	31.6092	7.288	52.0325	66.7325	619.5175
VAV2|7410	3579.4098	2567.1695	1073.8612	2184.1463	1814.5986	920.5044
VAV3|10451	1795.817	1204.7414	3131.6048	1841.4634	96.3184	267.5439
VAX1|11023	0	0	0	0	0	4.386
VAX2|25806	165.7912	0.3592	0.5606	54.4715	43.0638	54.8246
VBP1|7411	1421.8317	1514.0086	1401.5417	820.3252	472.3874	497.2588
VCAM1|7412	185.6556	70.7615	40.0841	65.4472	523.9982	292.7632
